id,Class,Order,Family,Genus,Species,Sub.species,Authority,Common.Name,Location.of.population,Country.list,Region,Decimal.Latitude,Decimal.Longitude,Are.coordinates.for.specific.location.,system,biome,realm,Native,Alien,Invasive,Units,Sampling.method,Data.transformed,year,pop
25412,Actinopteri,Perciformes,Sparidae,Rhabdosargus,sarba,,(Forsskål 1775),Goldlined seabream,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.30175
25416,Actinopteri,Siluriformes,Plotosidae,Cnidoglanis,macrocephalus,,(Valenciennes 1840),Estuary cobbler,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.12773
25417,Actinopteri,Perciformes,Platycephalidae,Platycephalus,endrachtensis,,Quoy & Gaimard 1825,Bar-tailed flathead,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.731
25425,Actinopteri,Pleuronectiformes,Paralichthyidae,Pseudorhombus,jenynsii,,(Bleeker 1855),Smalltooth flounder,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.20137
25430,Actinopteri,Scombriformes,Arripidae,Arripis,georgianus,,(Valenciennes 1831),Australian herring,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.1312
25432,Actinopteri,Perciformes,Carangidae,Trachurus,novaezelandiae,,Richardson 1843,Yellowtail horse mackerel,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.0852
25435,Actinopteri,Scombriformes,Pomatomidae,Pomatomus,saltatrix,,(Linnaeus 1766),Bluefish,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.41055
25440,Actinopteri,Centrarchiformes,Terapontidae,Pelates,sexlineatus,,(Quoy & Gaimard 1824),Eastern striped grunter,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.47687
25445,Actinopteri,Centrarchiformes,Terapontidae,Amniataba,caudavittata,,(Richardson 1845),Yellowtail trumpeter,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.2705
25448,Actinopteri,Perciformes,Sillaginidae,Sillaginodes,punctatus,,(Cuvier 1829),King George whiting,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.148
25451,Actinopteri,Perciformes,Sillaginidae,Sillago,maculata,,Quoy & Gaimard 1824,Trumpeter whiting,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.1991
25452,Actinopteri,Perciformes,Sillaginidae,Sillago,schomburgkii,,Peters 1864,Yellowfin whiting,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1997,0.4678
25666,Actinopteri,Perciformes,Sciaenidae,Argyrosomus,japonicus,,(Temminck & Schlegel 1843),Japanese meagre,State-wide Marine Scalefish Fishery (all coastal waters of South Australia excluding Coorong estuary),Australia,Oceania,-36.030405,136.2887,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,CPUE (kg per fisher day),Daily catch and effort data from research log books,No,1997,24.52
26566,Actinopteri,Mugiliformes,Mugilidae,Aldrichetta,forsteri,,(Valenciennes 1836),Yellow-eye mullet,"Marine Scalefish Fishery, South Australia",Australia,Oceania,-34.603111,136.761955,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (kg / fisher day),CPUE from commercial fisheries data,No,1997,77.86
26571,Actinopteri,Mugiliformes,Mugilidae,Aldrichetta,forsteri,,(Valenciennes 1836),Yellow-eye mullet,"Lakes and Coorong Fishery, South Australia",Australia,Oceania,-35.764751,139.255857,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,CPUE (kg / fisher day),CPUE from commercial fisheries data,No,1997,83
26825,Actinopteri,Perciformes,Sillaginidae,Sillaginodes,punctatus,,(Cuvier 1829),King George whiting,"West coast, South Australia",Australia,Oceania,-33.521504,134.803208,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Estimated biomass,Modelling based on age and size structure and CPUE data.,No,1997,1928
26826,Actinopteri,Perciformes,Sillaginidae,Sillaginodes,punctatus,,(Cuvier 1829),King George whiting,"Spencer Gulf, South Australia",Australia,Oceania,-34.123457,136.96951,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Estimated biomass,Modelling based on age and size structure and CPUE data.,No,1997,1458
26827,Actinopteri,Perciformes,Sillaginidae,Sillaginodes,punctatus,,(Cuvier 1829),King George whiting,"Gulf St Vincent, South Australia",Australia,Oceania,-35.081206,138.077295,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Estimated biomass,Modelling based on age and size structure and CPUE data.,No,1997,656
26838,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,melanochir,,(Valenciennes 1847),Southern garfish,"Northern Spencer Gulf, South Australia",Australia,Oceania,-33.645938,137.440356,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Biomass,Modelling based on age and size structure data and CPUE. ,No,1997,402
26841,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,melanochir,,(Valenciennes 1847),Southern garfish,"Northern Gulf St Vincent, South Australia",Australia,Oceania,-34.770241,138.206652,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Biomass,Modelling based on age and size structure data and CPUE.,No,1997,417
2078,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,New Zealand SNA 8,New Zealand,Oceania,-37,173.5,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,Catch per unit effort and mark-recapture,No,1998,10430.9
2162,Aves,Charadriiformes,Laridae,Sternula,albifrons,sinensis,"(Pallas, 1764)",Little tern,"Gippsland, Australia",Australia,Oceania,-38,147.5,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of individuals,Count,No,1998,343
2237,Reptilia,Testudines,Cheloniidae,Caretta,caretta,,"(Linnaeus, 1758)",Loggerhead sea turtle / Loggerhead turtle,"Wreck Island, Australia",Australia,Oceania,-23.33333,151.96667,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of nests,Unknown,No,1998,75
2269,Actinopteri,Gadiformes,Gadidae,Micromesistius,australis,pallidus,Norman 1937,Southen blue whiting,"Campbell Island, New Zealand",New Zealand,Oceania,-52.5,169.08333,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,SPA,No,1998,167931.3
2300,Aves,Sphenisciformes,Spheniscidae,Megadyptes,antipodes,,"(Hombron & Jacquinot, 1841)",Yellow-eyed penguin,"Otago Peninsula, South Island, New Zealand",New Zealand,Oceania,-45.866667,170.666667,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Nest searches in some areas, beach counts in others,1998,562
6444,Actinopteri,Clupeiformes,Engraulidae,Engraulis,australis,,(Shaw 1790),Australian anchovy,"Great Australian Bight, South Australia",Australia,Oceania,-33.38333,134.35,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Total abundance,Plankton collected using paired CalVet nets,No,1998,3
6445,Actinopteri,Clupeiformes,Clupeidae,Sardinops,sagax,,(Jenyns 1842),Pacific sardine / South American pilchard,"Great Australian Bight, South Australia",Australia,Oceania,-33.38333,134.35,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Total abundance,Plankton collected using paired CalVet nets,No,1998,12.25
6485,Aves,Charadriiformes,Laridae,Larus,novaehollandiae,scopulinus,"Stephens, 1826",Silver gull,"Kaikoura Peninsula, South Island, New Zealand",New Zealand,Oceania,-42.43333,173.7,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Adult individuals > 1 year old,random sampling of colour-marked gulls vs unmarked gulls,No,1998,11852
7730,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Woongarra nesting population, Queensland, Australia",Australia,Oceania,-24.7,152.56667,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,nesters,unknown,No,1998,7
8157,Aves,Sphenisciformes,Spheniscidae,Eudyptula,minor,,"(Forster, 1781)",Little penguin,"Summerland Beach, Phillip Island, Australia",Australia,Oceania,-38.45,145.18333,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Annual mean number,50-minute counts made every night between November 1978 and June 2008,No,1998,395.25
8920,Aves,Charadriiformes,Laridae,Anous,stolidus,,"(Linnaeus, 1758)",Brown noddy,Northern Guam,Guam,Oceania,13.54417,144.86889,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Individuals per 100km,Car transects,No,1998,0
8924,Aves,Charadriiformes,Laridae,Gygis,alba,,"(Sparrman, 1786)",Common white tern,Northern Guam,Guam,Oceania,13.54417,144.86889,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Individuals per 100km,Car transects,No,1998,0
8969,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,,"(Rothschild, 1893)",Buller's albatross,"North Promontory, North East Island, The Snares, New Zealand",New Zealand,Oceania,-48.01667,166.56667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Ground counts,No,1998,1292
8970,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,,"(Rothschild, 1893)",Buller's albatross,"Mollymawk Bay, North East Island, The Snares, New Zealand",New Zealand,Oceania,-48.01667,166.56667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Ground counts,No,1998,126
8971,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,,"(Rothschild, 1893)",Buller's albatross,"Lower Punui Bay, North East Island, The Snares, New Zealand",New Zealand,Oceania,-48.01667,166.56667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Ground counts,No,1998,59
8972,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,,"(Rothschild, 1893)",Buller's albatross,"Upper Punui Bay, North East Island, The Snares, New Zealand",New Zealand,Oceania,-48.01667,166.56667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Ground counts,No,1998,52
8973,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,,"(Rothschild, 1893)",Buller's albatross,"Razorback, North East Island, The Snares, New Zealand",New Zealand,Oceania,-48.01667,166.56667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding birds,Ground counts,No,1998,42
8990,Aves,Charadriiformes,Laridae,Larus,dominicanus,,"Lichtenstein, 1823",Kelp gull,"South east Tasmania, Australia",Australia,Oceania,-42.96667,147.46667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Change in numbers, expressed as percentages of initial counts,Winter counts,1998,299.82
8991,Aves,Charadriiformes,Laridae,Larus,pacificus,,"Latham, 1801",Pacific gull,"South east Tasmania, Australia",Australia,Oceania,-42.96667,147.46667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Change in numbers, expressed as percentages of initial counts,Winter counts,1998,69.3
8992,Aves,Charadriiformes,Laridae,Larus,novaehollandiae,,"Stephens, 1826",Silver gull,"South east Tasmania, Australia",Australia,Oceania,-42.96667,147.46667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Change in numbers, expressed as percentages of initial counts,Winter counts,1998,69.3
8993,Aves,Suliformes,Sulidae,Sula,sula,,"(Linnaeus, 1766)",Red-footed booby,"Pisonia forest, North East Herald Cay in the Coringa-Herald National Nature Reserve, Australia",Australia,Oceania,-16.93333,149.18333,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of nesting pairs,Annual counts,No,1998,1119
8994,Aves,Suliformes,Sulidae,Sula,sula,,"(Linnaeus, 1766)",Red-footed booby,"Argusia shrubland, North East Herald Cay in the Coringa-Herald National Nature Reserve, Australia",Australia,Oceania,-16.93333,149.18333,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of nesting pairs,Annual counts,No,1998,216
8995,Aves,Phaethontiformes,Phaethontidae,Phaethon,rubricauda,,"Boddaert, 1783",Red-tailed tropicbird,"North East Herald Cay in the Coringa-Herald National Nature Reserve, Australia",Australia,Oceania,-16.93333,149.18333,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of nesting pairs,Annual surveys,No,1998,24
8999,Aves,Procellariiformes,Procellariidae,Pterodroma,leucoptera,,"(Gould, 1844)",White-winged petrel,"Cabbage Tree Island, New South Wales, Australia",Australia,Oceania,-32.7,152,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of breeding pairs on eggs,Standardised transects in December,No,1998,764
10969,Actinopteri,Clupeiformes,Clupeidae,Sardinops,sagax,,(Jenyns 1842),Pacific sardine / South American pilchard,"Spencer Gulf and surrounding area, Australia",Australia,Oceania,-34.81667,136.63333,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Spawning biomass (?1000t),purse-seining,No,1998,146.4
11202,Actinopteri,Perciformes,Platycephalidae,Platycephalus,richardsoni,,Castelnau 1872,Tiger flathead,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1998,11357.7
11206,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1998,4977.64
11222,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,,"(Linnaeus, 1758)",Green turtle,Raine Island,Australia,Oceania,-11.59167,144.03778,TRUE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Nesters,Surveying nesting turtle rookeries each year,No,1998,309
11223,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,,"(Linnaeus, 1758)",Green turtle,Heron Island,Australia,Oceania,-23.44194,151.91333,TRUE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Nesting turtles,Surveying nesting turtles at rookery each year,No,1998,352
11253,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Wild duck island, Australia",Australia,Oceania,-22.0025,149.8625,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Average number of females ashore per night at peak nesting season,Nightly census studies (average number of females ashore per night at peak nesting season),No,1998,25
11255,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Curtis Island, Australia",Australia,Oceania,-23.583611,151.1425,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of tracks (mid season average),Turtle tracks counted on beach during the nesting season,No,1998,71
11332,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Northern Spencer Gulf, South Australia",Australia,Oceania,-33.37889,137.64028,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (Catch per unit effort, kg/targeted effort),Fishery dependent data,1998,3815.67
11461,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Poor Knights Islands Marine Reserve, North Island",New Zealand,Oceania,-35.466667,174.733333,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean number of snapper per BUV,BUV (baited underwater video) ,No,1998,0.8
11464,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Cape Rodney-Okakari Point Marine Reserve (“Leigh”), North Island",New Zealand,Oceania,-36.266667,174.8,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of snapper per BUV,BUV (baited underwater video),No,1998,8.9
11465,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Areas outside Cape Rodney-Okakari Point Marine Reserve (“Leigh”), North Island",New Zealand,Oceania,-36.266667,174.8,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of snapper per BUV,BUV (baited underwater video),No,1998,0.7
11466,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Tawharanui Marine Park (“Tawharanui”), North Island",New Zealand,Oceania,-36.366667,174.833333,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of snapper per BUV,BUV (baited underwater video),No,1998,4.6
11467,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Areas outside Tawharanui Marine Park (“Tawharanui”), North Island",New Zealand,Oceania,-36.366667,174.833333,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of snapper per BUV,BUV (baited underwater video),No,1998,0.3
11468,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Te Wanganui-a-Hei Marine Reserve (“Hahei”), North Island",New Zealand,Oceania,-36.816667,175.783333,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of snapper per BUV,BUV (baited underwater video),No,1998,5.3
11469,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Areas outside Te Wanganui-a-Hei Marine Reserve (“Hahei”), North Island",New Zealand,Oceania,-36.816667,175.783333,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of snapper per BUV,BUV (baited underwater video),No,1998,1.1
11806,Actinopteri,Centrarchiformes,Latridae,Chirodactylus,spectabilis,,(Hutton 1872),Red moki,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,1998,1.9942
11808,Actinopteri,Centrarchiformes,Latridae,Latridopsis,forsteri,,(Castelnau 1872),Bastard trumpeter,"Tinderbox Marine Reserve, southeastern Tasmania",Australia,Oceania,-43.05053,147.345457,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at two sites matched to MPA sites,1998,0.9133
11811,Actinopteri,Centrarchiformes,Latridae,Chirodactylus,spectabilis,,(Hutton 1872),Red moki,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,1998,0.6593
11813,Actinopteri,Centrarchiformes,Aplodactylidae,Aplodactylus,arctidens,,Richardson 1839,Marblefish,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,1998,1.8319
11815,Actinopteri,Centrarchiformes,Aplodactylidae,Aplodactylus,arctidens,,Richardson 1839,Marblefish,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,1998,0
11817,Actinopteri,Perciformes,Odacidae,Olisthops,cyanomelas,,Richardson 1850,Herring cale,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,1998,0
11819,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,,(Richardson 1840),Blue-throated wrasse,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,1998,78.5068
11822,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,,(Richardson 1840),Blue-throated wrasse,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,1998,26.0915
11823,Actinopteri,Perciformes,Labridae,Notolabrus,fucicola,,(Richardson 1840),Yellow-saddled wrasse,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,1998,28.9813
11826,Actinopteri,Tetraodontiformes,Monacanthidae,Acanthaluteres,vittiger,,(Castelnau 1873),Toothbrush leatherjacket,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,1998,4.95
11828,Actinopteri,Perciformes,Plesiopidae,Trachinops,caudimaculatus,,McCoy 1890,Southern hulafish,"Tinderbox Marine Reserve, southeastern Tasmania ",Australia,Oceania,-43.05053,147.345457,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at two sites matched to MPA sites,1998,1418.5874
11829,Actinopteri,Perciformes,Odacidae,Olisthops,cyanomelas,,Richardson 1850,Herring cale,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,1998,0.8355
11830,Actinopteri,Perciformes,Labridae,Notolabrus,fucicola,,(Richardson 1840),Yellow-saddled wrasse,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,1998,13.9975
11832,Actinopteri,Tetraodontiformes,Monacanthidae,Acanthaluteres,vittiger,,(Castelnau 1873),Toothbrush leatherjacket,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,1998,70.6848
11834,Actinopteri,Centrarchiformes,Latridae,Latridopsis,forsteri,,(Castelnau 1872),Bastard trumpeter,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,1998,26.8864
11835,Actinopteri,Acropomatiformes,Pempheridae,Pempheris,multiradiata,,Klunzinger 1879,Bigscale bullseye,"Tinderbox Marine Reserve, southeastern Tasmania",Australia,Oceania,-43.05053,147.345457,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at two sites matched to MPA sites,1998,4.1451
11836,Actinopteri,Centrarchiformes,Latridae,Latridopsis,forsteri,,(Castelnau 1872),Bastard trumpeter,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,1998,0
11837,Actinopteri,Tetraodontiformes,Monacanthidae,Meuschenia,australis,,(Donovan 1824),Southern leatherjacket,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,1998,1.2244
11839,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nicthemerus,,Cuvier 1818,Slender-spined porcupine fish,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,1998,3.3575
